card_id,card_name,card_set,rarity,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
sm3-156,Marshadow-GX,Burning Shadows,Rare Rainbow,35.65,12.98,14.23,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
smp-SM167,Celebi & Venusaur-GX,SM Black Star Promos,Promo,149.99,14.67,13.34,9.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh2-167,Sonia,Rebel Clash,Uncommon,0,0,0,0,5.98,0.2,0.72,0.72,0,0,0,0,0,0,0,0,29.99,0.17,0.01,0.16,2024-04-03T20:32:45.957215Z
sm9-172,Brock's Grit,Team Up,Rare Ultra,35.2,28.94,28.94,25.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm2-163,Field Blower,Guardians Rising,Rare Secret,40.0,15.35,15.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-165,Fire Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
sm8-160,Ho-Oh,Lost Thunder,Rare,0,0,0,0,3.5,0.89,1.49,1.28,0,0,0,0,0,0,0,0,1.5,0.53,0.32,0.54,2024-04-03T20:32:45.957215Z
sm7-160,Rayquaza-GX,Celestial Storm,Rare Ultra,59.69,27.03,27.29,24.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
xyp-XY158,M Beedrill-EX,XY Black Star Promos,Promo,16.79,7.58,7.04,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm12-167,Eevee,Cosmic Eclipse,Common,0,0,0,0,1.6,0.25,0.55,0.54,0,0,0,0,0,0,0,0,1.28,0.26,0.06,0.24,2024-04-03T20:32:45.957215Z
xy8-163,Mewtwo-EX,BREAKthrough,Rare Secret,100.0,46.86,49.03,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard1-158,Darkness Energy,Expedition Base Set,Rare,0,0,0,0,18.99,7.49,9.98,16.3,0,0,0,0,0,0,0,0,9.97,3.45,1.99,4.49,2024-04-03T20:32:45.957215Z
ecard3-128,Lure Ball,Skyridge,Uncommon,0,0,0,0,37.95,22.95,29.98,32.91,0,0,0,0,0,0,0,0,5.41,3.75,3.25,4.51,2024-04-03T20:32:45.957215Z
sm5-158,Pheromosa-GX,Ultra Prism,Rare Rainbow,30.93,9.86,8.58,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard2-138,Undersea Ruins,Aquapolis,Uncommon,0,0,0,0,44.99,5.48,14.95,7.44,0,0,0,0,0,0,0,0,4.0,3.6,2.55,3.49,2024-04-03T20:32:45.957215Z
sm3-157,Alolan Muk-GX,Burning Shadows,Rare Rainbow,13.16,10.73,11.79,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
smp-SM168,Pikachu & Zekrom-GX,SM Black Star Promos,Promo,77.0,23.69,24.28,18.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm10-156,Porygon2,Unbroken Bonds,Uncommon,0,0,0,0,1.99,0.2,0.7,0.67,0,0,0,0,0,0,0,0,1.32,0.23,0.09,0.22,2024-04-03T20:32:45.957215Z
swsh4-159,Rocky Helmet,Vivid Voltage,Uncommon,0,0,0,0,4.98,0.01,0.18,0.09,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.05,2024-04-03T20:32:45.957215Z
sm11-156,Haxorus,Unified Minds,Rare Holo,1.75,0.8,0.58,0.28,1.99,0.56,0.93,0.78,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh1-162,Energy Switch,Sword & Shield,Uncommon,0,0,0,0,45.66,0.2,0.37,0.31,0,0,0,0,0,0,0,0,5.0,0.15,0.01,0.12,2024-04-03T20:32:45.957215Z
swsh3-154,Rookidee,Darkness Ablaze,Common,0,0,0,0,4.98,0.05,0.2,0.15,0,0,0,0,0,0,0,0,999.0,0.08,0.01,0.04,2024-04-03T20:32:45.957215Z
swsh2-168,Tool Scrapper,Rebel Clash,Uncommon,0,0,0,0,4.98,0.25,0.56,0.52,0,0,0,0,0,0,0,0,999.0,0.18,0.01,0.08,2024-04-03T20:32:45.957215Z
sm2-164,Max Potion,Guardians Rising,Rare Secret,22.93,7.78,7.68,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm9-173,Dana,Team Up,Rare Ultra,81.24,44.66,43.83,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-166,Water Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
sm8-161,Kecleon,Lost Thunder,Uncommon,0,0,0,0,1.95,0.19,0.39,0.41,0,0,0,0,0,0,0,0,1.45,0.2,0.1,0.19,2024-04-03T20:32:45.957215Z
sm7-161,Apricorn Maker,Celestial Storm,Rare Ultra,17.0,12.53,10.72,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
xy8-164,Mewtwo-EX,BREAKthrough,Rare Secret,88.0,41.98,42.2,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm12-168,Igglybuff,Cosmic Eclipse,Uncommon,0,0,0,0,1.49,0.42,0.7,0.69,0,0,0,0,0,0,0,0,5.0,0.25,0.16,0.25,2024-04-03T20:32:45.957215Z
xyp-XY159,Beedrill Spirit Link,XY Black Star Promos,Promo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0.45,0.32,0.44,2024-04-03T20:32:45.957215Z
ecard1-159,Metal Energy,Expedition Base Set,Rare,0,0,0,0,18.14,7.13,11.98,11.96,0,0,0,0,0,0,0,0,9.99,4.0,3.15,4.54,2024-04-03T20:32:45.957215Z
sm5-159,Glaceon-GX,Ultra Prism,Rare Rainbow,296.39,38.99,37.5,26.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
smp-SM169,Eevee & Snorlax-GX,SM Black Star Promos,Promo,53.97,23.5,22.7,17.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard3-129,Miracle Sphere α,Skyridge,Uncommon,0,0,0,0,89.99,19.9,21.88,12.9,0,0,0,0,0,0,0,0,8.99,2.01,1.24,2.01,2024-04-03T20:32:45.957215Z
swsh3-155,Corvisquire,Darkness Ablaze,Uncommon,0,0,0,0,167.0,0.05,0.15,0.12,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.04,2024-04-03T20:32:45.957215Z
swsh1-163,Evolution Incense,Sword & Shield,Uncommon,0,0,0,0,14.98,3.2,5.0,5.52,0,0,0,0,0,0,0,0,7.95,0.25,0.01,0.14,2024-04-03T20:32:45.957215Z
swsh4-160,Telescopic Sight,Vivid Voltage,Uncommon,0,0,0,0,999.99,0.03,0.2,0.11,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.06,2024-04-03T20:32:45.957215Z
sm3-158,Darkrai-GX,Burning Shadows,Rare Rainbow,49.95,19.9,19.78,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh2-169,Training Court,Rebel Clash,Uncommon,0,0,0,0,20.0,0.5,1.23,1.05,0,0,0,0,0,0,0,0,4.98,0.25,0.05,0.13,2024-04-03T20:32:45.957215Z
sm11-157,Druddigon,Unified Minds,Common,0,0,0,0,4.99,0.15,0.39,0.44,0,0,0,0,0,0,0,0,4.99,0.2,0.02,0.08,2024-04-03T20:32:45.957215Z
sm5-160,Xurkitree-GX,Ultra Prism,Rare Rainbow,12.59,9.38,11.65,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-167,Lightning Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
swsh3-156,Corviknight,Darkness Ablaze,Rare Holo,18.0,0.25,0.19,0.07,4.98,0.03,0.29,0.28,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm8-162,Kecleon,Lost Thunder,Uncommon,0,0,0,0,1.24,0.19,0.5,0.58,0,0,0,0,0,0,0,0,1.5,0.24,0.14,0.23,2024-04-03T20:32:45.957215Z
xyp-XY160,Black Kyurem,XY Black Star Promos,Promo,7.61,0.8,0.54,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm9-174,Erika's Hospitality,Team Up,Rare Ultra,249.99,134.85,123.29,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm3-159,Gardevoir-GX,Burning Shadows,Rare Rainbow,25.0,14.24,16.72,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm7-162,Bill's Maintenance,Celestial Storm,Rare Ultra,27.98,14.76,14.26,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard1-160,Fighting Energy,Expedition Base Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.83,0.45,0.89,2024-04-03T20:32:45.957215Z
swsh4-161,Wyndon Stadium,Vivid Voltage,Uncommon,0,0,0,0,4.98,0.02,0.19,0.12,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.06,2024-04-03T20:32:45.957215Z
sm10-157,Porygon-Z,Unbroken Bonds,Rare Holo,13.99,0.89,0.75,0.44,8.99,0.69,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm12-169,Aipom,Cosmic Eclipse,Common,0,0,0,0,1.4,0.1,0.25,0.23,0,0,0,0,0,0,0,0,1.23,0.11,0.01,0.05,2024-04-03T20:32:45.957215Z
swsh2-170,Turffield Stadium,Rebel Clash,Uncommon,0,0,0,0,4.98,0.25,0.43,0.38,0,0,0,0,0,0,0,0,5.0,0.16,0.02,0.12,2024-04-03T20:32:45.957215Z
ecard2-139,Power Plant,Aquapolis,Uncommon,0,0,0,0,11.39,2.89,5.67,5.21,0,0,0,0,0,0,0,0,5.87,3.14,0.9,2.97,2024-04-03T20:32:45.957215Z
sm2-165,Rare Candy,Guardians Rising,Rare Secret,55.0,30.03,28.26,24.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh1-164,Great Ball,Sword & Shield,Uncommon,0,0,0,0,4.98,0.24,0.49,0.43,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.07,2024-04-03T20:32:45.957215Z
ecard3-130,Miracle Sphere β,Skyridge,Uncommon,0,0,0,0,39.99,18.99,39.98,,0,0,0,0,0,0,0,0,3.99,1.82,1.19,1.81,2024-04-03T20:32:45.957215Z
sm11-158,Noibat,Unified Minds,Common,0,0,0,0,4.99,0.15,0.29,0.27,0,0,0,0,0,0,0,0,4.99,0.16,0.05,0.09,2024-04-03T20:32:45.957215Z
smp-SM170,Detective Pikachu,SM Black Star Promos,Promo,147.05,49.95,25.13,44.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm9-175,Evelyn,Team Up,Rare Ultra,99.99,45.63,36.76,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh2-171,Capture Energy,Rebel Clash,Uncommon,0,0,0,0,9.98,0.99,2.16,1.99,0,0,0,0,0,0,0,0,7.0,0.25,0.05,0.16,2024-04-03T20:32:45.957215Z
sm8-163,Pikipek,Lost Thunder,Common,0,0,0,0,1.5,0.1,0.29,0.22,0,0,0,0,0,0,0,0,5.0,0.15,0.05,0.1,2024-04-03T20:32:45.957215Z
xyp-XY161,Braixen,XY Black Star Promos,Promo,5.0,0.5,0.45,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm10-158,Snorlax,Unbroken Bonds,Rare Holo,9.99,6.32,5.97,4.0,12.0,3.65,4.77,4.53,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm3-160,Noivern-GX,Burning Shadows,Rare Rainbow,19.99,9.26,9.09,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-168,Psychic Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
sm2-166,Double Colorless Energy,Guardians Rising,Rare Secret,99.99,23.0,20.28,18.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard1-161,Fire Energy,Expedition Base Set,,0,0,0,0,1500.0,1500.0,1500.0,,0,0,0,0,0,0,0,0,3.58,1.32,0.65,1.27,2024-04-03T20:32:45.957215Z
sm7-163,Copycat,Celestial Storm,Rare Ultra,79.69,24.83,24.83,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm5-161,Dawn Wings Necrozma-GX,Ultra Prism,Rare Rainbow,36.93,13.99,11.92,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard2-140,Water Cube 01,Aquapolis,Uncommon,0,0,0,0,12.83,1.99,4.66,2.69,0,0,0,0,0,0,0,0,7.31,2.01,0.69,1.99,2024-04-03T20:32:45.957215Z
sm12-170,Ambipom,Cosmic Eclipse,Uncommon,0,0,0,0,1.24,0.24,0.39,0.3,0,0,0,0,0,0,0,0,999.0,0.14,0.03,0.08,2024-04-03T20:32:45.957215Z
smp-SM171,Flareon-GX,SM Black Star Promos,Promo,19.99,3.99,3.72,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard3-131,Miracle Sphere γ,Skyridge,Uncommon,0,0,0,0,49.99,34.57,37.45,,0,0,0,0,0,0,0,0,6.99,2.24,0.94,2.08,2024-04-03T20:32:45.957215Z
sm11-159,Noivern,Unified Minds,Rare,0,0,0,0,1.0,0.25,0.54,0.52,0,0,0,0,0,0,0,0,4.99,0.36,0.17,0.33,2024-04-03T20:32:45.957215Z
swsh3-157,Big Parasol,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.15,0.46,0.4,0,0,0,0,0,0,0,0,4.98,0.15,0.01,0.06,2024-04-03T20:32:45.957215Z
swsh4-162,Aromatic Grass Energy,Vivid Voltage,Uncommon,0,0,0,0,4.98,0.01,0.21,0.15,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.07,2024-04-03T20:32:45.957215Z
swsh1-165,Hop,Sword & Shield,Uncommon,0,0,0,0,4.98,0.15,0.32,0.32,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.05,2024-04-03T20:32:45.957215Z
sm9-176,Ingo & Emmet,Team Up,Rare Ultra,64.05,28.8,22.12,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh2-172,Horror Psychic Energy,Rebel Clash,Uncommon,0,0,0,0,6.99,1.25,2.08,2.07,0,0,0,0,0,0,0,0,5.0,0.5,0.1,0.39,2024-04-03T20:32:45.957215Z
sm8-164,Pikipek,Lost Thunder,Common,0,0,0,0,1.5,0.1,0.28,0.21,0,0,0,0,0,0,0,0,1.41,0.15,0.05,0.13,2024-04-03T20:32:45.957215Z
sm3-161,Bodybuilding Dumbbells,Burning Shadows,Rare Secret,26.0,5.0,4.42,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
xyp-XY162,Greninja,XY Black Star Promos,Promo,3.69,1.24,1.11,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-169,Fighting Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
sm2-167,Grass Energy,Guardians Rising,Rare Secret,26.0,20.23,19.58,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
smp-SM172,Vaporeon-GX,SM Black Star Promos,Promo,18.99,4.34,4.1,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm10-159,Glameow,Unbroken Bonds,Common,0,0,0,0,1.24,0.1,0.25,0.2,0,0,0,0,0,0,0,0,1.13,0.15,0.03,0.12,2024-04-03T20:32:45.957215Z
sm11-160,Naganadel-GX,Unified Minds,Rare Holo GX,4.99,1.73,1.44,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm12-171,Teddiursa,Cosmic Eclipse,Common,0,0,0,0,1.0,0.15,0.26,0.23,0,0,0,0,0,0,0,0,5.0,0.11,0.01,0.09,2024-04-03T20:32:45.957215Z
ecard1-162,Grass Energy,Expedition Base Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.7,0.11,0.79,2024-04-03T20:32:45.957215Z
swsh4-163,Coating Metal Energy,Vivid Voltage,Uncommon,0,0,0,0,4.98,0.04,0.25,0.18,0,0,0,0,0,0,0,0,999.0,0.11,0.01,0.09,2024-04-03T20:32:45.957215Z
sm5-162,Celesteela-GX,Ultra Prism,Rare Rainbow,71.23,8.87,7.75,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh1-166,Hyper Potion,Sword & Shield,Uncommon,0,0,0,0,5.98,0.25,0.5,0.46,0,0,0,0,0,0,0,0,4.98,0.18,0.01,0.11,2024-04-03T20:32:45.957215Z
ecard3-132,Mirage Stadium,Skyridge,Uncommon,0,0,0,0,67.69,9.49,11.52,13.5,0,0,0,0,0,0,0,0,4.37,3.95,2.39,3.64,2024-04-03T20:32:45.957215Z
swsh3-158,Billowing Smoke,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.14,0.25,0.24,0,0,0,0,0,0,0,0,999.0,0.1,0.01,0.07,2024-04-03T20:32:45.957215Z
sm7-164,Lisia,Celestial Storm,Rare Ultra,499.0,268.39,267.85,199.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
ecard2-141,Weakness Guard,Aquapolis,Uncommon,0,0,0,0,14.99,9.32,11.9,14.99,0,0,0,0,0,0,0,0,3.99,3.09,2.36,3.41,2024-04-03T20:32:45.957215Z
sm9-177,Jasmine,Team Up,Rare Ultra,122.0,72.51,76.17,46.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm1-170,Darkness Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.957215Z
smp-SM173,Jolteon-GX,SM Black Star Promos,Promo,19.41,3.48,3.16,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
swsh2-173,Speed Lightning Energy,Rebel Clash,Uncommon,0,0,0,0,7.48,0.89,2.12,1.96,0,0,0,0,0,0,0,0,4.98,0.32,0.08,0.25,2024-04-03T20:32:45.957215Z
sm12-172,Ursaring,Cosmic Eclipse,Rare,0,0,0,0,1.29,0.21,0.35,0.33,0,0,0,0,0,0,0,0,1.0,0.24,0.08,0.17,2024-04-03T20:32:45.957215Z
xyp-XY163,Weezing,XY Black Star Promos,Promo,4.95,0.49,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm3-162,Choice Band,Burning Shadows,Rare Secret,14.99,4.51,3.79,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.957215Z
sm8-165,Trumbeak,Lost Thunder,Uncommon,0,0,0,0,5.0,0.3,0.5,0.41,0,0,0,0,0,0,0,0,5.0,0.25,0.12,0.23,2024-04-03T20:32:45.957215Z
sm11-161,Lickitung,Unified Minds,Common,0,0,0,0,4.99,0.14,0.29,0.25,0,0,0,0,0,0,0,0,1.25,0.18,0.02,0.06,2024-04-03T20:32:45.957215Z
sm10-160,Purugly,Unbroken Bonds,Rare,0,0,0,0,1.15,0.08,0.41,0.41,0,0,0,0,0,0,0,0,1.24,0.25,0.12,0.22,2024-04-03T20:32:45.957215Z
sm5-163,Dusk Mane Necrozma-GX,Ultra Prism,Rare Rainbow,40.93,21.99,19.8,16.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm2-168,Lightning Energy,Guardians Rising,Rare Secret,23.12,16.09,18.73,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm7-165,Steven's Resolve,Celestial Storm,Rare Ultra,42.0,22.5,22.49,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
swsh1-167,Lucky Egg,Sword & Shield,Uncommon,0,0,0,0,999.0,0.04,0.25,0.2,0,0,0,0,0,0,0,0,5.0,0.15,0.01,0.1,2024-04-03T20:32:45.958213Z
swsh3-159,Bird Keeper,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.14,0.29,0.22,0,0,0,0,0,0,0,0,999.0,0.16,0.04,0.13,2024-04-03T20:32:45.958213Z
ecard2-142,Darkness Energy,Aquapolis,Rare,0,0,0,0,9.99,4.6,8.6,6.06,0,0,0,0,0,0,0,0,9.49,3.75,2.49,3.31,2024-04-03T20:32:45.958213Z
ecard1-163,Lightning Energy,Expedition Base Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.76,0.25,0.76,2024-04-03T20:32:45.958213Z
swsh4-164,Stone Fighting Energy,Vivid Voltage,Uncommon,0,0,0,0,999.99,0.06,0.25,0.21,0,0,0,0,0,0,0,0,999.0,0.15,0.03,0.12,2024-04-03T20:32:45.958213Z
ecard3-133,Mystery Plate α,Skyridge,Uncommon,0,0,0,0,39.99,19.88,21.95,,0,0,0,0,0,0,0,0,6.99,3.57,2.26,2.84,2024-04-03T20:32:45.958213Z
sm9-178,Morgan,Team Up,Rare Ultra,59.94,32.14,30.03,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm1-171,Metal Energy,Sun & Moon,Common,,,,,,,,,,,,,,,,,,,,,2024-04-03T20:32:45.958213Z
smp-SM174,Eevee-GX,SM Black Star Promos,Promo,17.99,14.0,15.15,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
swsh2-174,Twin Energy,Rebel Clash,Uncommon,0,0,0,0,5.98,0.65,1.19,1.19,0,0,0,0,0,0,0,0,11.0,0.42,0.05,0.41,2024-04-03T20:32:45.958213Z
sm12-173,Zangoose,Cosmic Eclipse,Uncommon,0,0,0,0,2.0,0.19,0.31,0.26,0,0,0,0,0,0,0,0,1.27,0.18,0.04,0.12,2024-04-03T20:32:45.958213Z
sm5-164,Dialga-GX,Ultra Prism,Rare Rainbow,33.63,19.0,17.96,15.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
xyp-XY164,Volcanion,XY Black Star Promos,Promo,4.0,0.64,0.66,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm10-161,Happiny,Unbroken Bonds,Uncommon,0,0,0,0,0.99,0.23,0.46,0.45,0,0,0,0,0,0,0,0,1.34,0.21,0.09,0.21,2024-04-03T20:32:45.958213Z
sm11-162,Lickilicky,Unified Minds,Rare,0,0,0,0,4.99,0.25,0.52,0.41,0,0,0,0,0,0,0,0,1.25,0.3,0.15,0.26,2024-04-03T20:32:45.958213Z
sm8-166,Toucannon,Lost Thunder,Rare,0,0,0,0,1.49,0.33,0.57,0.38,0,0,0,0,0,0,0,0,5.0,0.38,0.1,0.38,2024-04-03T20:32:45.958213Z
sm3-163,Escape Rope,Burning Shadows,Rare Secret,112.14,48.84,35.08,27.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm2-169,Fighting Energy,Guardians Rising,Rare Secret,30.65,11.4,10.86,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
ecard3-134,Mystery Plate β,Skyridge,Uncommon,0,0,0,0,89.99,19.9,48.99,,0,0,0,0,0,0,0,0,8.99,3.2,2.0,2.94,2024-04-03T20:32:45.958213Z
sm7-166,Tate & Liza,Celestial Storm,Rare Ultra,40.32,31.56,29.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
ecard2-143,Metal Energy,Aquapolis,Rare,0,0,0,0,20.0,4.79,10.63,6.18,0,0,0,0,0,0,0,0,12.6,5.05,3.31,4.59,2024-04-03T20:32:45.958213Z
swsh1-168,Lum Berry,Sword & Shield,Uncommon,0,0,0,0,4.98,0.07,0.25,0.2,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-03T20:32:45.958213Z
swsh3-160,Cape of Toughness,Darkness Ablaze,Uncommon,0,0,0,0,4.98,0.02,0.43,0.43,0,0,0,0,0,0,0,0,999.0,0.2,0.01,0.11,2024-04-03T20:32:45.958213Z
swsh4-165,Wash Water Energy,Vivid Voltage,Uncommon,0,0,0,0,999.99,0.04,0.25,0.2,0,0,0,0,0,0,0,0,999.0,0.15,0.03,0.1,2024-04-03T20:32:45.958213Z
ecard1-164,Psychic Energy,Expedition Base Set,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,1.0,0.58,1.07,2024-04-03T20:32:45.958213Z
sm9-179,Nanu,Team Up,Rare Ultra,20.0,11.42,10.68,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
smp-SM175,Eevee-GX,SM Black Star Promos,Promo,14.57,11.53,11.48,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
sm10-162,Chatot,Unbroken Bonds,Uncommon,0,0,0,0,0.99,0.05,0.3,0.26,0,0,0,0,0,0,0,0,1.13,0.15,0.02,0.07,2024-04-03T20:32:45.958213Z
ecard2-144,Rainbow Energy,Aquapolis,Rare,0,0,0,0,79.98,18.93,33.74,52.49,0,0,0,0,0,0,0,0,20.0,14.0,10.77,13.16,2024-04-03T20:32:45.958213Z
sm9-180,Nita,Team Up,Rare Ultra,54.42,42.1,42.1,32.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-03T20:32:45.958213Z
