card_id,card_name,card_set,rarity,card_print_number,set_printed_total,tcg_holo_high,tcg_holo_mid,tcg_holo_market,tcg_holo_low,tcg_revhol_high,tcg_revhol_low,tcg_revhol_mid,tcg_revhol_market,tcg_first_ed_holo_high,tcg_first_ed_holo_mid,tcg_first_ed_holo_low,tcg_first_ed_holo_market,tcg_first_ed_normal_high,tcg_first_ed_normal_mid,tcg_first_ed_normal_low,tcg_first_ed_normal_market,tcg_normal_high,tcg_normal_mid,tcg_normal_low,tcg_normal_market,updated_at 
swsh12pt5gg-GG37,Simisear VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG37,70,99.95,7.16,6.48,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG38,Suicune V,Crown Zenith Galarian Gallery,Rare Holo V,GG38,70,50.0,15.72,14.24,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG39,Lumineon V,Crown Zenith Galarian Gallery,Rare Holo V,GG39,70,35.0,9.51,9.18,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG40,Glaceon VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG40,70,44.0,19.8,18.82,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG41,Raikou V,Crown Zenith Galarian Gallery,Rare Holo V,GG41,70,59.99,18.0,16.62,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG42,Zeraora VMAX,Crown Zenith Galarian Gallery,Rare Holo VMAX,GG42,70,29.95,6.65,6.39,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG43,Zeraora VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG43,70,20.0,7.0,6.04,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG44,Mewtwo VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG44,70,125.0,49.99,42.56,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG45,Deoxys VMAX,Crown Zenith Galarian Gallery,Rare Holo VMAX,GG45,70,22.13,10.47,11.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG46,Deoxys VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG46,70,34.99,9.99,9.68,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG47,Hatterene VMAX,Crown Zenith Galarian Gallery,Rare Holo VMAX,GG47,70,12.27,3.17,2.83,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG48,Zacian V,Crown Zenith Galarian Gallery,Rare Holo V,GG48,70,29.99,10.38,9.46,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG49,Drapion V,Crown Zenith Galarian Gallery,Rare Holo V,GG49,70,20.0,3.16,2.67,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG50,Darkrai VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG50,70,50.0,15.99,14.57,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG51,Hisuian Samurott V,Crown Zenith Galarian Gallery,Rare Holo V,GG51,70,13.99,6.02,5.48,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG52,Hisuian Samurott VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG52,70,35.0,4.9,4.87,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG53,Hoopa V,Crown Zenith Galarian Gallery,Rare Holo V,GG53,70,18.0,4.45,3.43,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG54,Zamazenta V,Crown Zenith Galarian Gallery,Rare Holo V,GG54,70,50.0,7.19,6.9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG55,Regigigas VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG55,70,29.95,6.42,5.85,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG56,Hisuian Zoroark VSTAR,Crown Zenith Galarian Gallery,Rare Holo VSTAR,GG56,70,59.95,13.38,12.01,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG57,Adaman,Crown Zenith Galarian Gallery,Rare Ultra,GG57,70,35.0,4.1,3.84,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG58,Cheren's Care,Crown Zenith Galarian Gallery,Rare Ultra,GG58,70,9.99,3.22,3.07,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG59,Colress's Experiment,Crown Zenith Galarian Gallery,Rare Ultra,GG59,70,33.0,9.78,9.34,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG60,Cynthia's Ambition,Crown Zenith Galarian Gallery,Rare Ultra,GG60,70,99.95,10.1,10.03,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG61,Gardenia's Vigor,Crown Zenith Galarian Gallery,Rare Ultra,GG61,70,69.95,7.63,7.59,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG62,Grant,Crown Zenith Galarian Gallery,Rare Ultra,GG62,70,11.0,2.0,1.89,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG63,Irida,Crown Zenith Galarian Gallery,Rare Ultra,GG63,70,80.0,15.99,15.69,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG64,Melony,Crown Zenith Galarian Gallery,Rare Ultra,GG64,70,30.0,5.48,4.59,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG65,Raihan,Crown Zenith Galarian Gallery,Rare Ultra,GG65,70,20.0,3.68,3.48,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG66,Roxanne,Crown Zenith Galarian Gallery,Rare Ultra,GG66,70,29.95,8.0,7.22,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG67,Origin Forme Palkia VSTAR,Crown Zenith Galarian Gallery,Rare Secret,GG67,70,100.0,40.07,37.93,32.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG68,Origin Forme Dialga VSTAR,Crown Zenith Galarian Gallery,Rare Secret,GG68,70,99.95,40.0,36.92,35.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG69,Giratina VSTAR,Crown Zenith Galarian Gallery,Rare Secret,GG69,70,200.0,83.33,79.03,71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swsh12pt5gg-GG70,Arceus VSTAR,Crown Zenith Galarian Gallery,Rare Secret,GG70,70,150.0,59.99,58.26,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH277,Rillaboom,SWSH Black Star Promos,Promo,SWSH277,307,4.98,0.31,0.31,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH278,Cinderace,SWSH Black Star Promos,Promo,SWSH278,307,4.98,0.3,0.31,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH279,Inteleon,SWSH Black Star Promos,Promo,SWSH279,307,25.0,0.31,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH280,Regieleki V,SWSH Black Star Promos,Promo,SWSH280,307,5.98,0.75,0.44,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH281,Regidrago V,SWSH Black Star Promos,Promo,SWSH281,307,5.98,0.7,0.63,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
swshp-SWSH291,Lucario VSTAR,SWSH Black Star Promos,Promo,SWSH291,307,49.99,1.04,0.92,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-8,Scatterbug,Scarlet & Violet,Common,8,198,0,0,0,0,4.98,0.02,0.12,0.08,0,0,0,0,0,0,0,0,4.98,0.06,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-1,Pineco,Scarlet & Violet,Common,1,198,0,0,0,0,4.98,0.05,0.16,0.11,0,0,0,0,0,0,0,0,10.18,0.08,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-6,Cacturne,Scarlet & Violet,Uncommon,6,198,0,0,0,0,4.98,0.02,0.17,0.15,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-12,Gogoat,Scarlet & Violet,Common,12,198,0,0,0,0,4.98,0.01,0.13,0.08,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-13,Sprigatito,Scarlet & Violet,Common,13,198,0,0,0,0,4.98,0.03,0.15,0.11,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-15,Meowscarada,Scarlet & Violet,Rare,15,198,15.0,0.15,0.12,0.01,4.98,0.04,0.23,0.18,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-16,Tarountula,Scarlet & Violet,Common,16,198,0,0,0,0,4.98,0.05,0.17,0.16,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.08,2024-04-04T19:13:21.877632Z
sv1-18,Tarountula,Scarlet & Violet,Common,18,198,0,0,0,0,4.98,0.04,0.2,0.17,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-20,Smoliv,Scarlet & Violet,Common,20,198,0,0,0,0,4.98,0.06,0.2,0.17,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-21,Smoliv,Scarlet & Violet,Common,21,198,0,0,0,0,4.98,0.01,0.12,0.08,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-19,Spidops ex,Scarlet & Violet,Double Rare,19,198,10.0,0.79,0.74,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-23,Arboliva,Scarlet & Violet,Rare,23,198,5.95,0.12,0.08,0.01,4.98,0.08,0.21,0.14,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-24,Toedscool,Scarlet & Violet,Common,24,198,0,0,0,0,4.98,0.05,0.2,0.15,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-2,Heracross,Scarlet & Violet,Uncommon,2,198,0,0,0,0,4.98,0.07,0.19,0.16,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-4,Breloom,Scarlet & Violet,Uncommon,4,198,0,0,0,0,4.98,0.05,0.15,0.12,0,0,0,0,0,0,0,0,4.98,0.06,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-7,Tropius,Scarlet & Violet,Common,7,198,0,0,0,0,4.98,0.03,0.14,0.11,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-10,Vivillon,Scarlet & Violet,Uncommon,10,198,0,0,0,0,4.98,0.05,0.19,0.17,0,0,0,0,0,0,0,0,5.0,0.08,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-11,Skiddo,Scarlet & Violet,Common,11,198,0,0,0,0,4.98,0.02,0.1,0.09,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-14,Floragato,Scarlet & Violet,Uncommon,14,198,0,0,0,0,4.98,0.07,0.23,0.19,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-26,Toedscruel,Scarlet & Violet,Uncommon,26,198,0,0,0,0,4.98,0.08,0.18,0.15,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-3,Shroomish,Scarlet & Violet,Common,3,198,0,0,0,0,4.98,0.01,0.1,0.08,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-5,Cacnea,Scarlet & Violet,Common,5,198,0,0,0,0,4.98,0.02,0.16,0.13,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-9,Spewpa,Scarlet & Violet,Common,9,198,0,0,0,0,4.98,0.01,0.12,0.1,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-17,Tarountula,Scarlet & Violet,Common,17,198,0,0,0,0,4.98,0.07,0.19,0.16,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-22,Dolliv,Scarlet & Violet,Common,22,198,0,0,0,0,4.98,0.01,0.14,0.09,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-25,Toedscool,Scarlet & Violet,Common,25,198,0,0,0,0,4.98,0.04,0.15,0.12,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-45,Gyarados ex,Scarlet & Violet,Double Rare,45,198,24.0,1.14,0.98,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-29,Scovillain,Scarlet & Violet,Uncommon,29,198,0,0,0,0,4.98,0.08,0.19,0.13,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-51,Bruxish,Scarlet & Violet,Common,51,198,0,0,0,0,4.98,0.03,0.17,0.12,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-56,Wiglett,Scarlet & Violet,Common,56,198,0,0,0,0,4.98,0.09,0.21,0.2,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-37,Crocalor,Scarlet & Violet,Uncommon,37,198,0,0,0,0,4.98,0.09,0.21,0.21,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-57,Wugtrio,Scarlet & Violet,Uncommon,57,198,0,0,0,0,4.98,0.09,0.2,0.15,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-38,Skeledirge,Scarlet & Violet,Rare,38,198,4.98,0.15,0.09,0.01,4.98,0.08,0.21,0.16,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-59,Cetoddle,Scarlet & Violet,Common,59,198,0,0,0,0,4.98,0.05,0.18,0.15,0,0,0,0,0,0,0,0,5.03,0.1,0.01,0.08,2024-04-04T19:13:21.877632Z
sv1-40,Charcadet,Scarlet & Violet,Common,40,198,0,0,0,0,4.98,0.1,0.2,0.17,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-46,Buizel,Scarlet & Violet,Common,46,198,0,0,0,0,4.98,0.01,0.1,0.09,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-60,Cetitan,Scarlet & Violet,Uncommon,60,198,0,0,0,0,4.98,0.06,0.19,0.16,0,0,0,0,0,0,0,0,5.02,0.09,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-49,Clauncher,Scarlet & Violet,Common,49,198,0,0,0,0,4.98,0.01,0.1,0.09,0,0,0,0,0,0,0,0,4.98,0.06,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-50,Clawitzer,Scarlet & Violet,Common,50,198,0,0,0,0,4.98,0.02,0.15,0.09,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-53,Quaxwell,Scarlet & Violet,Uncommon,53,198,0,0,0,0,4.98,0.09,0.2,0.17,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-54,Quaquaval,Scarlet & Violet,Rare,54,198,10.44,0.15,0.09,0.01,4.98,0.1,0.23,0.17,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-55,Wiglett,Scarlet & Violet,Common,55,198,0,0,0,0,4.98,0.05,0.18,0.14,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-27,Capsakid,Scarlet & Violet,Common,27,198,0,0,0,0,4.98,0.08,0.15,0.15,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-30,Growlithe,Scarlet & Violet,Common,30,198,0,0,0,0,4.98,0.02,0.15,0.11,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.08,2024-04-04T19:13:21.877632Z
sv1-28,Capsakid,Scarlet & Violet,Common,28,198,0,0,0,0,4.98,0.08,0.19,0.15,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-32,Arcanine ex,Scarlet & Violet,Double Rare,32,198,15.0,1.01,0.91,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-35,Torkoal,Scarlet & Violet,Uncommon,35,198,0,0,0,0,4.98,0.02,0.19,0.16,0,0,0,0,0,0,0,0,5.0,0.09,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-36,Fuecoco,Scarlet & Violet,Common,36,198,0,0,0,0,4.98,0.02,0.13,0.1,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-39,Charcadet,Scarlet & Violet,Common,39,198,0,0,0,0,4.98,0.06,0.18,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-43,Slowbro,Scarlet & Violet,Rare,43,198,5.0,0.15,0.11,0.01,4.98,0.04,0.25,0.23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-47,Floatzel,Scarlet & Violet,Uncommon,47,198,0,0,0,0,4.98,0.04,0.16,0.14,0,0,0,0,0,0,0,0,5.02,0.06,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-48,Alomomola,Scarlet & Violet,Common,48,198,0,0,0,0,4.98,0.02,0.12,0.08,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-31,Growlithe,Scarlet & Violet,Common,31,198,0,0,0,0,4.98,0.05,0.28,0.26,0,0,0,0,0,0,0,0,4.98,0.12,0.01,0.1,2024-04-04T19:13:21.877632Z
sv1-33,Houndour,Scarlet & Violet,Common,33,198,0,0,0,0,4.98,0.03,0.11,0.08,0,0,0,0,0,0,0,0,4.98,0.06,0.01,0.03,2024-04-04T19:13:21.877632Z
sv1-34,Houndoom,Scarlet & Violet,Common,34,198,0,0,0,0,4.98,0.03,0.12,0.09,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-41,Armarouge,Scarlet & Violet,Rare,41,198,4.98,0.15,0.08,0.01,4.98,0.08,0.23,0.19,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-42,Slowpoke,Scarlet & Violet,Common,42,198,0,0,0,0,4.98,0.01,0.12,0.1,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-44,Magikarp,Scarlet & Violet,Common,44,198,0,0,0,0,4.98,0.01,0.15,0.1,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-52,Quaxly,Scarlet & Violet,Common,52,198,0,0,0,0,4.98,0.07,0.2,0.15,0,0,0,0,0,0,0,0,5.0,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-58,Cetoddle,Scarlet & Violet,Common,58,198,0,0,0,0,4.98,0.05,0.18,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-61,Dondozo,Scarlet & Violet,Rare,61,198,4.98,0.15,0.06,0.01,4.98,0.05,0.22,0.21,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-63,Magnemite,Scarlet & Violet,Common,63,198,0,0,0,0,4.98,0.01,0.13,0.11,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.04,2024-04-04T19:13:21.877632Z
sv1-64,Magneton,Scarlet & Violet,Common,64,198,0,0,0,0,4.98,0.01,0.15,0.09,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-62,Tatsugiri,Scarlet & Violet,Uncommon,62,198,0,0,0,0,4.98,0.05,0.2,0.17,0,0,0,0,0,0,0,0,4.98,0.09,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-69,Rotom,Scarlet & Violet,Common,69,198,0,0,0,0,4.98,0.09,0.19,0.17,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.05,2024-04-04T19:13:21.877632Z
sv1-66,Mareep,Scarlet & Violet,Common,66,198,0,0,0,0,4.98,0.02,0.15,0.11,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.877632Z
sv1-76,Pawmot,Scarlet & Violet,Rare,76,198,4.98,0.12,0.08,0.01,4.98,0.04,0.22,0.17,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-75,Pawmo,Scarlet & Violet,Common,75,198,0,0,0,0,4.98,0.01,0.15,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.07,2024-04-04T19:13:21.877632Z
sv1-80,Miraidon,Scarlet & Violet,Rare,80,198,10.44,0.15,0.07,0.01,4.98,0.07,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.877632Z
sv1-77,Wattrel,Scarlet & Violet,Common,77,198,0,0,0,0,4.98,0.05,0.18,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.03,2024-04-04T19:13:21.878632Z
sv1-81,Miraidon ex,Scarlet & Violet,Double Rare,81,198,15.99,1.0,0.56,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.878632Z
sv1-78,Wattrel,Scarlet & Violet,Common,78,198,0,0,0,0,4.98,0.05,0.16,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.878632Z
sv1-83,Hypno,Scarlet & Violet,Uncommon,83,198,0,0,0,0,4.98,0.07,0.17,0.13,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.878632Z
sv1-79,Kilowattrel,Scarlet & Violet,Uncommon,79,198,0,0,0,0,4.98,0.03,0.19,0.16,0,0,0,0,0,0,0,0,4.98,0.07,0.01,0.03,2024-04-04T19:13:21.878632Z
sv1-86,Gardevoir ex,Scarlet & Violet,Double Rare,86,198,29.95,1.0,0.58,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.878632Z
sv1-94,Dedenne,Scarlet & Violet,Common,94,198,0,0,0,0,4.98,0.06,0.2,0.18,0,0,0,0,0,0,0,0,5.01,0.1,0.01,0.04,2024-04-04T19:13:21.878632Z
sv1-82,Drowzee,Scarlet & Violet,Common,82,198,0,0,0,0,4.98,0.03,0.12,0.11,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.04,2024-04-04T19:13:21.878632Z
sv1-96,Klefki,Scarlet & Violet,Rare,96,198,4.98,0.25,0.13,0.01,10.0,0.09,0.25,0.21,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-04T19:13:21.878632Z
sv1-84,Ralts,Scarlet & Violet,Common,84,198,0,0,0,0,4.98,0.01,0.15,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.878632Z
sv1-97,Fidough,Scarlet & Violet,Common,97,198,0,0,0,0,75.0,0.05,0.18,0.15,0,0,0,0,0,0,0,0,5.04,0.1,0.01,0.05,2024-04-04T19:13:21.878632Z
sv1-85,Kirlia,Scarlet & Violet,Common,85,198,0,0,0,0,4.98,0.03,0.15,0.12,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.04,2024-04-04T19:13:21.878632Z
sv1-98,Fidough,Scarlet & Violet,Common,98,198,0,0,0,0,4.98,0.07,0.19,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.05,2024-04-04T19:13:21.878632Z
sv1-87,Shuppet,Scarlet & Violet,Common,87,198,0,0,0,0,4.98,0.01,0.12,0.12,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.05,2024-04-04T19:13:21.878632Z
sv1-101,Flittle,Scarlet & Violet,Common,101,198,0,0,0,0,4.98,0.01,0.17,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.878632Z
sv1-89,Drifloon,Scarlet & Violet,Common,89,198,0,0,0,0,5.45,0.04,0.15,0.14,0,0,0,0,0,0,0,0,4.98,0.1,0.01,0.06,2024-04-04T19:13:21.878632Z
sv1-90,Drifblim,Scarlet & Violet,Uncommon,90,198,0,0,0,0,4.98,0.07,0.18,0.16,0,0,0,0,0,0,0,0,4.98,0.08,0.01,0.05,2024-04-04T19:13:21.878632Z
